JoinField,UNIQUE_ID,COUNTYFP,Parish,Precinct,G24PREDHAR,G24PRERTRU,G24PRETOT,G24A1NO,G24A1YES,G24PRELOLI,G24PREOCRU,G24PREOFRU,G24PREOKEN,G24PREOPRE,G24PREOSON,G24PREOSTE,G24PREOTER,G24PREOWES,GCON01DMAN,GCON01NHYE,GCON01RARR,GCON01RSCA,GCON01RSHA,GCON02DCAR,GCON02DDAV,GCON02RGRA,GCON02RLYN,GCON02RPER,GCON03DGON,GCON03DSUM,GCON03RHIG,GCON03RJOH,GCON04RJOH,GCON04RMOR,GCON05DVAL,GCON05RLET,GCON05RMEN,GCON06DAND,GCON06DFIE,GCON06DJON,GCON06DWIL,GCON06RGUI
019;441,Calcasieu-0-441,019,Calcasieu,00 441,226,603,834,250,518,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,138,50,570,12,0,0,0,0,0,0,0,0,0,0
019;460E,Calcasieu-0-460E,019,Calcasieu,00 460E,38,309,353,77,266,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,24,0,0,0,0,0,0,0,0
019;460W,Calcasieu-0-460W,019,Calcasieu,00 460W,66,811,883,199,646,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,88,0,0,0,0,0,0,0,0
019;461,Calcasieu-0-461,019,Calcasieu,00 461,102,450,557,139,392,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,107,0,0,0,0,0,0,0,0
019;463,Calcasieu-0-463,019,Calcasieu,00 463,214,1143,1366,325,967,0,0,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,124,62,1070,52,0,0,0,0,0,0,0,0,0,0
019;464,Calcasieu-0-464,019,Calcasieu,00 464,101,820,929,207,656,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,66,39,757,38,0,0,0,0,0,0,0,0,0,0
019;465,Calcasieu-0-465,019,Calcasieu,00 465,48,349,405,79,308,3,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,66,0,0,0,0,0,0,0,0
019;466E,Calcasieu-0-466E,019,Calcasieu,00 466E,70,905,985,228,680,3,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,107,0,0,0,0,0,0,0,0
019;466W,Calcasieu-0-466W,019,Calcasieu,00 466W,81,1001,1089,245,810,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,86,0,0,0,0,0,0,0,0
019;467,Calcasieu-0-467,019,Calcasieu,00 467,189,1096,1302,258,951,3,0,0,4,3,3,1,0,3,0,0,0,0,0,0,0,0,0,0,136,45,1040,37,0,0,0,0,0,0,0,0,0,0
019;468,Calcasieu-0-468,019,Calcasieu,00 468,50,889,947,230,666,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,84,0,0,0,0,0,0,0,0
019;469,Calcasieu-0-469,019,Calcasieu,00 469,56,703,764,205,528,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,74,0,0,0,0,0,0,0,0
019;560,Calcasieu-0-560,019,Calcasieu,00 560,65,630,704,212,384,1,1,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,88,0,0,0,0,0,0,0,0
019;561,Calcasieu-0-561,019,Calcasieu,00 561,34,540,578,133,402,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,52,0,0,0,0,0,0,0,0
019;562,Calcasieu-0-562,019,Calcasieu,00 562,36,333,370,111,234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,36,0,0,0,0,0,0,0,0
019;600,Calcasieu-0-600,019,Calcasieu,00 600,47,472,524,179,322,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,42,0,0,0,0,0,0,0,0
019;601,Calcasieu-0-601,019,Calcasieu,00 601,36,452,492,141,302,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,44,0,0,0,0,0,0,0,0
019;602,Calcasieu-0-602,019,Calcasieu,00 602,43,401,450,132,284,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,50,0,0,0,0,0,0,0,0
019;603,Calcasieu-0-603,019,Calcasieu,00 603,192,149,343,80,258,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,88,0,0,0,0,0,0,0,0
019;660,Calcasieu-0-660,019,Calcasieu,00 660,36,1098,1141,340,706,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,52,0,0,0,0,0,0,0,0
019;661,Calcasieu-0-661,019,Calcasieu,00 661,59,486,549,155,380,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,50,0,0,0,0,0,0,0,0
019;662,Calcasieu-0-662,019,Calcasieu,00 662,70,356,433,132,280,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,66,0,0,0,0,0,0,0,0
019;663,Calcasieu-0-663,019,Calcasieu,00 663,13,282,299,77,194,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,22,0,0,0,0,0,0,0,0
019;664,Calcasieu-0-664,019,Calcasieu,00 664,52,627,688,130,502,3,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,84,0,0,0,0,0,0,0,0
019;700,Calcasieu-0-700,019,Calcasieu,00 700,74,360,436,104,294,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,48,0,0,0,0,0,0,0,0
019;701,Calcasieu-0-701,019,Calcasieu,00 701,142,59,208,42,122,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,46,0,0,0,0,0,0,0,0
019;702,Calcasieu-0-702,019,Calcasieu,00 702,88,396,490,119,344,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,84,0,0,0,0,0,0,0,0
019;703,Calcasieu-0-703,019,Calcasieu,00 703,59,313,372,64,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,44,0,0,0,0,0,0,0,0
019;760,Calcasieu-0-760,019,Calcasieu,00 760,56,535,595,126,398,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,58,0,0,0,0,0,0,0,0
019;761,Calcasieu-0-761,019,Calcasieu,00 761,45,540,586,164,378,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,30,0,0,0,0,0,0,0,0
019;762,Calcasieu-0-762,019,Calcasieu,00 762,29,309,339,77,234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,28,0,0,0,0,0,0,0,0
019;800,Calcasieu-0-800,019,Calcasieu,00 800,255,321,581,164,418,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,41,322,23,0,0,0,0,0,0,0,0,0,0
019;801,Calcasieu-0-801,019,Calcasieu,00 801,117,431,556,143,392,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,24,407,23,0,0,0,0,0,0,0,0,0,0
019;860N,Calcasieu-0-860N,019,Calcasieu,00 860N,113,830,950,199,702,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,80,0,0,0,0,0,0,0,0
019;860S,Calcasieu-0-860S,019,Calcasieu,00 860S,199,736,942,298,602,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,142,24,714,28,0,0,0,0,0,0,0,0,0,0
019;861E,Calcasieu-0-861E,019,Calcasieu,00 861E,208,421,633,154,466,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,151,34,407,19,0,0,0,0,0,0,0,0,0,0
019;861W,Calcasieu-0-861W,019,Calcasieu,00 861W,241,307,550,159,360,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181,52,271,19,0,0,0,0,0,0,0,0,0,0
021;1-1,Caldwell-1-1,021,Caldwell,01 01,69,127,196,86,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,134,8,0,0,0,0,0
021;1-2,Caldwell-1-2,021,Caldwell,01 02,29,472,505,217,236,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,454,17,0,0,0,0,0
021;2-1,Caldwell-2-1,021,Caldwell,02 01,15,176,193,70,114,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,170,11,0,0,0,0,0
021;2-2,Caldwell-2-2,021,Caldwell,02 02,17,235,254,94,145,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,241,7,0,0,0,0,0
021;2-3,Caldwell-2-3,021,Caldwell,02 03,12,67,79,26,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,71,0,0,0,0,0,0
021;3-1,Caldwell-3-1,021,Caldwell,03 01,3,119,124,44,64,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,115,4,0,0,0,0,0
021;3-2,Caldwell-3-2,021,Caldwell,03 02,25,302,329,145,170,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,288,12,0,0,0,0,0
021;3-3,Caldwell-3-3,021,Caldwell,03 03,17,135,152,53,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,130,9,0,0,0,0,0
021;4-1,Caldwell-4-1,021,Caldwell,04 01,34,65,99,38,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,59,3,0,0,0,0,0
021;4-2,Caldwell-4-2,021,Caldwell,04 02,190,121,317,97,201,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,158,17,0,0,0,0,0
021;5-1,Caldwell-5-1,021,Caldwell,05 01,17,280,299,112,162,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,269,12,0,0,0,0,0
021;5-2,Caldwell-5-2,021,Caldwell,05 02,27,166,193,59,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,154,11,0,0,0,0,0
021;5-3,Caldwell-5-3,021,Caldwell,05 03,17,184,201,83,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,164,9,0,0,0,0,0
021;6-1,Caldwell-6-1,021,Caldwell,06 01,10,380,394,169,195,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,344,33,0,0,0,0,0
021;6-2,Caldwell-6-2,021,Caldwell,06 02,3,92,95,49,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0
021;6-3,Caldwell-6-3,021,Caldwell,06 03,76,143,224,116,106,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,156,14,0,0,0,0,0
021;7-1,Caldwell-7-1,021,Caldwell,07 01,14,309,323,114,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,296,17,0,0,0,0,0
021;7-2,Caldwell-7-2,021,Caldwell,07 02,2,241,244,83,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,217,11,0,0,0,0,0
021;7-3,Caldwell-7-3,021,Caldwell,07 03,3,110,113,31,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,99,6,0,0,0,0,0
023;1,Cameron-0-1,023,Cameron,00 01,21,265,287,40,230,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,6,266,2,0,0,0,0,0,0,0,0,0,0
023;13,Cameron-0-13,023,Cameron,00 13,4,218,222,45,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,211,3,0,0,0,0,0,0,0,0,0,0
023;15,Cameron-0-15,023,Cameron,00 15,13,76,89,18,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,70,3,0,0,0,0,0,0,0,0,0,0
023;16A,Cameron-0-16A,023,Cameron,00 16A,25,496,529,101,402,1,0,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,28,3,480,10,0,0,0,0,0,0,0,0,0,0
023;16B,Cameron-0-16B,023,Cameron,00 16B,37,444,482,83,366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,430,18,0,0,0,0,0,0,0,0,0,0
023;17,Cameron-0-17,023,Cameron,00 17,6,107,114,25,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,102,1,0,0,0,0,0,0,0,0,0,0
023;4,Cameron-0-4,023,Cameron,00 04,37,666,710,141,548,0,2,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,32,11,607,18,0,0,0,0,0,0,0,0,0,0
023;5N,Cameron-0-5N,023,Cameron,00 05N,33,308,345,44,284,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,281,19,0,0,0,0,0,0,0,0,0,0
023;5S,Cameron-0-5S,023,Cameron,00 05S,35,339,374,80,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,328,16,0,0,0,0,0,0,0,0,0,0
023;8,Cameron-0-8,023,Cameron,00 08,2,46,48,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,45,2,0,0,0,0,0,0,0,0,0,0
023;9,Cameron-0-9,023,Cameron,00 09,6,155,162,22,124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,143,6,0,0,0,0,0,0,0,0,0,0
025;1-1,Catahoula-1-1,025,Catahoula,01 1,38,239,278,119,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,229,9,0,0,0,0,0
025;1-1A,Catahoula-1-1A,025,Catahoula,01 1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
025;1-2,Catahoula-1-2,025,Catahoula,01 2,71,110,182,76,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,121,6,0,0,0,0,0
025;1-3,Catahoula-1-3,025,Catahoula,01 3,1,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
025;1-4,Catahoula-1-4,025,Catahoula,01 4,13,55,68,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,60,5,0,0,0,0,0
025;2-1,Catahoula-2-1,025,Catahoula,02 1,120,41,163,76,71,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,61,9,0,0,0,0,0
025;2-1A,Catahoula-2-1A,025,Catahoula,02 1A,10,19,31,3,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,2,0,0,0,0,0
025;2-2,Catahoula-2-2,025,Catahoula,02 2,31,214,245,95,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,213,9,0,0,0,0,0
025;3-1,Catahoula-3-1,025,Catahoula,03 1,3,156,159,67,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139,9,0,0,0,0,0
025;3-2,Catahoula-3-2,025,Catahoula,03 2,6,358,364,143,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,341,12,0,0,0,0,0
025;4-1,Catahoula-4-1,025,Catahoula,04 1,30,103,141,47,86,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,103,8,0,0,0,0,0
025;4-2,Catahoula-4-2,025,Catahoula,04 2,19,245,267,104,134,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,229,17,0,0,0,0,0
025;5-1,Catahoula-5-1,025,Catahoula,05 1,17,521,541,255,239,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,467,32,0,0,0,0,0
025;6-1,Catahoula-6-1,025,Catahoula,06 1,19,362,382,148,177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,326,18,0,0,0,0,0
025;6-2,Catahoula-6-2,025,Catahoula,06 2,10,82,92,40,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,79,3,0,0,0,0,0
025;6-3,Catahoula-6-3,025,Catahoula,06 3,4,37,41,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0
025;6-3A,Catahoula-6-3A,025,Catahoula,06 3A,17,25,43,22,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,0,0,0,0,0,0
025;6-5,Catahoula-6-5,025,Catahoula,06 5,19,14,33,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,6,0,0,0,0,0
025;6-5A,Catahoula-6-5A,025,Catahoula,06 5A,4,2,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0
025;7-1,Catahoula-7-1,025,Catahoula,07 1,217,14,236,83,157,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,24,11,0,0,0,0,0
025;7-1A,Catahoula-7-1A,025,Catahoula,07 1A,60,4,64,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,14,0,0,0,0,0,0
025;7-3,Catahoula-7-3,025,Catahoula,07 3,40,53,93,31,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,52,3,0,0,0,0,0
025;7-5,Catahoula-7-5,025,Catahoula,07 5,37,0,37,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,2,0,0,0,0,0
025;8-1,Catahoula-8-1,025,Catahoula,08 1,198,78,277,126,157,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,97,20,0,0,0,0,0
025;9-1,Catahoula-9-1,025,Catahoula,09 1,1,90,92,35,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,5,0,0,0,0,0
025;9-2,Catahoula-9-2,025,Catahoula,09 2,34,186,220,62,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,171,3,0,0,0,0,0
025;9-3,Catahoula-9-3,025,Catahoula,09 3,13,172,185,69,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,135,9,0,0,0,0,0
025;9-4,Catahoula-9-4,025,Catahoula,09 4,28,76,105,50,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,76,8,0,0,0,0,0
027;1,Claiborne-0-1,027,Claiborne,00 01,181,524,708,188,431,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,65,0,0,0,0,0,0,0,0
027;10,Claiborne-0-10,027,Claiborne,00 10,168,75,247,75,119,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,47,0,0,0,0,0,0,0,0
027;11A,Claiborne-0-11A,027,Claiborne,00 11A,13,43,56,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,0,0,0,0,0,0,0,0
027;21,Claiborne-0-21,027,Claiborne,00 21,2,53,55,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5,0,0,0,0,0,0,0,0
027;3,Claiborne-0-3,027,Claiborne,00 03,50,204,260,73,160,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,40,0,0,0,0,0,0,0,0
027;31,Claiborne-0-31,027,Claiborne,00 31,185,359,547,167,319,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,93,0,0,0,0,0,0,0,0
027;34,Claiborne-0-34,027,Claiborne,00 34,187,55,242,81,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,98,0,0,0,0,0,0,0,0
027;35,Claiborne-0-35,027,Claiborne,00 35,15,25,40,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0,0,0
027;36,Claiborne-0-36,027,Claiborne,00 36,163,82,245,77,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,40,0,0,0,0,0,0,0,0
027;37,Claiborne-0-37,027,Claiborne,00 37,7,9,16,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0
027;41,Claiborne-0-41,027,Claiborne,00 41,32,165,198,58,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,30,0,0,0,0,0,0,0,0
027;42,Claiborne-0-42,027,Claiborne,00 42,13,245,263,110,124,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,19,0,0,0,0,0,0,0,0
027;5,Claiborne-0-5,027,Claiborne,00 05,135,263,412,127,216,0,2,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,72,0,0,0,0,0,0,0,0
027;51,Claiborne-0-51,027,Claiborne,00 51,56,139,195,79,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,33,0,0,0,0,0,0,0,0
027;7,Claiborne-0-7,027,Claiborne,00 07,124,528,663,219,365,0,0,1,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,60,0,0,0,0,0,0,0,0
027;8,Claiborne-0-8,027,Claiborne,00 08,196,101,300,92,160,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,74,0,0,0,0,0,0,0,0
027;81,Claiborne-0-81,027,Claiborne,00 81,31,87,118,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,16,0,0,0,0,0,0,0,0
027;84A,Claiborne-0-84A,027,Claiborne,00 84A,85,27,112,31,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,14,0,0,0,0,0,0,0,0
027;85,Claiborne-0-85,027,Claiborne,00 85,61,41,102,42,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,14,0,0,0,0,0,0,0,0
027;87,Claiborne-0-87,027,Claiborne,00 87,167,34,201,50,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,51,0,0,0,0,0,0,0,0
027;88,Claiborne-0-88,027,Claiborne,00 88,81,156,240,75,156,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,40,0,0,0,0,0,0,0,0
027;91,Claiborne-0-91,027,Claiborne,00 91,11,78,89,29,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,7,0,0,0,0,0,0,0,0
027;92,Claiborne-0-92,027,Claiborne,00 92,46,188,234,73,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,21,0,0,0,0,0,0,0,0
027;93,Claiborne-0-93,027,Claiborne,00 93,200,34,236,63,133,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,37,0,0,0,0,0,0,0,0
027;96,Claiborne-0-96,027,Claiborne,00 96,30,7,37,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0
029;1-1,Concordia-0-1-1,029,Concordia,00 1-1,455,35,503,97,300,3,0,0,0,2,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,68,11,0,0,0,0,0
029;1-2,Concordia-0-1-2,029,Concordia,00 1-2,186,28,218,72,130,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,48,19,0,0,0,0,0
029;1-3,Concordia-0-1-3,029,Concordia,00 1-3,76,421,501,144,288,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,412,16,0,0,0,0,0
029;1-3A,Concordia-0-1-3A,029,Concordia,00 1-3A,0,22,22,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
029;1-4,Concordia-0-1-4,029,Concordia,00 1-4,178,94,272,97,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,131,10,0,0,0,0,0
029;2-1,Concordia-0-2-1,029,Concordia,00 2-1,446,216,676,223,433,3,2,0,0,0,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,243,25,0,0,0,0,0
029;3-1,Concordia-0-3-1,029,Concordia,00 3-1,36,220,261,63,160,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,201,21,0,0,0,0,0
029;3-2,Concordia-0-3-2,029,Concordia,00 3-2,57,334,394,115,240,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,286,40,0,0,0,0,0
029;3-3,Concordia-0-3-3,029,Concordia,00 3-3,39,511,553,189,280,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,471,24,0,0,0,0,0
029;3-4,Concordia-0-3-4,029,Concordia,00 3-4,54,427,487,130,296,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,380,30,0,0,0,0,0
029;4-1,Concordia-0-4-1,029,Concordia,00 4-1,61,136,199,63,109,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,133,2,0,0,0,0,0
